tag,词性,label,remove
碧蓝幻想,碧蓝/z(其他) 幻想/n(名词),com_del_type,0
1980,1980/m(数词),numeric_type,1
QQ群主部落,qq群/nz(其他专名) 主/n(名词) 部落/n(名词),val_eval_type,1
开阔朋友圈,开阔/a(形容词) 朋友圈/n(名词),com_del_type,0
1.76精品,1.76/m(数词) 精品/n(名词),com_del_type,0
一般纳税人,一般/a(形容词) 纳税人/n(名词),com_del_type,0
通风,通风/v(动词),sin_ver_nou_del_type,0
威朗俱乐部,威朗/nr(其他) 俱乐部/n(名词),com_del_type,0
NET,net/nx(其他),sin_nx_type,0
音乐交友,音乐/n(名词) 交友/v(动词),val_eval_type,1
提分,提分/n(名词),sin_ver_nou_del_type,0
特种设备,特种/b(其他) 设备/n(名词),com_del_type,0
面食,面食/n(名词),sin_ver_nou_del_type,0
片片,片片/n(名词),sin_ver_nou_del_type,0
洋气,洋气/a(形容词),sin_other_save_type,0
工作沟通,工作/vn(其他) 沟通/vn(其他),val_eval_type,1
运动会,运动会/n(名词),sin_ver_nou_del_type,0
交友.,交友/v(动词) ./w(标点),val_eval_type,1
64,64/m(数词),numeric_type,1
初一四班,初一/n(名词) 四/m(数词) 班/q(量词),val_num_time_type,1
融资贷款,融资/vn(其他) 贷款/n(名词),com_del_type,0
聊泡,聊/v(动词) 泡/v(动词),porn_type,1
礼品采购,礼品/n(名词) 采购/vn(其他),com_del_type,0
JAVA技术,java/nx(其他) 技术/n(名词),com_del_type,0
马自达4S店,马自达/n(名词) 4s店/n(名词),com_del_type,0
90 00,90/m(数词) /w(标点) 00/m(数词),val_num_time_type,1
刻苦,刻苦/n(名词),sin_ver_nou_del_type,0
回合,回合/n(名词),sin_ver_nou_del_type,0
奔驰S320,奔驰/n(名词) s/nx(其他) 320/m(数词),com_del_type,0
奔驰S400,奔驰/n(名词) s/nx(其他) 400/m(数词),com_del_type,0
跨四,跨/v(动词) 四/m(数词),com_del_type,0
门业,门业/n(名词),sin_ver_nou_del_type,0
淘宝票,淘宝/n(名词) 票/n(名词),com_del_type,0
GIRLS,girls/nx(其他),sin_nx_type,0
妹妹出台 00后,妹妹/n(名词) 出台/v(动词) /w(标点) 00/m(数词) 后/f(方位词),porn_type,1
阿松,阿松/nr(其他),sin_nr_type,0
意林,意林/n(名词),sin_ver_nou_del_type,0
百乐,百乐/nz(其他专名),sin_nz_type,0
PK计划,pk/nx(其他) 计划/n(名词),com_del_type,0
锦绣未央,锦绣/b(其他) 未央/ns(地名),com_del_type,0
时时彩稳定计划,时时/d(副词) /n(名词) 彩/Ng(其他) 稳定/a(形容词) 计划/n(名词),com_del_type,0
淘宝晒图返现,淘宝/n(名词) 晒图/v(动词) 返现/n(名词),com_del_type,0
正常人,正常/a(形容词) 人/n(名词),com_del_type,0
荒野行动辅助,荒野/n(名词) 行动/vn(其他) 辅助/vn(其他),com_del_type,0
交友互赞,交友/v(动词) 互赞/n(名词),val_eval_type,1
岁月静好,岁月/n(名词) 静好/n(名词),com_del_type,0
舞厅,舞厅/n(名词),sin_ver_nou_del_type,0
QQ群拉活人,qq群/nz(其他专名) 拉活/n(名词) 人/n(名词),val_eval_type,1
养发,养发/n(名词),sin_ver_nou_del_type,0
质押车,质押/vn(其他) 车/n(名词),com_del_type,0
东风裕隆,东风/ns(地名) 裕隆/nt(其他),com_del_type,0
FORTWO,fortwo/nx(其他),sin_nx_type,0
FORFOUR,forfour/nx(其他),sin_nx_type,0
SMARTFORTWO,smartfortwo/nx(其他),porn_type,1
中南民族大学,中南/ns(地名) 民族/n(名词) 大学/n(名词),com_del_type,0
陆风俱乐部,陆风/n(名词) 俱乐部/n(名词),com_del_type,0
重庆时时彩11选5,重庆/ns(地名) 时时/d(副词) 彩/Ng(其他) 11/m(数词) 选/v(动词) 5/m(数词),com_del_type,0
双色球交流群,双色球/n(名词) 交流/vn(其他) 群/Ng(其他),com_del_type,0
OADSTER,oadster/nx(其他),sin_nx_type,0
北汽幻速车友会,北汽/j(简称) 幻速/n(名词) 车友会/n(名词),com_del_type,0
咕咕咕,咕咕/o(拟声词) 咕/o(拟声词),com_del_type,0
群出租,群/Ng(其他) 出租/v(动词),com_del_type,0
AIRCROSS,aircross/nx(其他),sin_nx_type,0
七一班,七一/t(时间词) 班/n(名词),val_num_time_type,1
途观团购,途观/nz(其他专名) 团购/n(名词),com_del_type,0
朗逸团购,朗逸/n(名词) 团购/n(名词),com_del_type,0
RTA,rta/nx(其他),sin_nx_type,0
愉快玩耍,愉快/ad(其他) 玩耍/v(动词),com_del_type,0
训练营,训练营/n(名词),sin_ver_nou_del_type,0
儿时玩伴,儿时/t(时间词) 玩伴/n(名词),com_del_type,0
彩钢,彩钢/n(名词),sin_ver_nou_del_type,0
MVP,mvp/nx(其他),sin_nx_type,0
北京工业大学,北京/ns(地名) 工业/n(名词) 大学/n(名词),com_del_type,0
小米盒子,小米/n(名词) 盒子/n(名词),com_del_type,0
大片网址:,大片/n(名词) 网址/n(名词) :/w(标点),com_del_type,0
金孝渊,金孝渊/nr(其他),sin_nr_type,0
蚂蚁聚宝,蚂蚁/n(名词) 聚宝/n(名词),com_del_type,0
深圳装修,深圳/ns(地名) 装修/v(动词),com_del_type,0
购物打折,购物/v(动词) 打折/v(动词),com_del_type,0
现货沥青精准喊单,现货/n(名词) 沥青/n(名词) 精准/a(形容词) 喊/v(动词) 单/b(其他),com_del_type,0
银行校园招聘,银行/n(名词) 校园/n(名词) 招聘/v(动词),com_del_type,0
英雄联盟账号,英雄/n(名词) 联盟/n(名词) 账号/n(名词),com_del_type,0
足球群,足球/n(名词) 群/Ng(其他),com_del_type,0
初试,初试/v(动词),sin_ver_nou_del_type,0
英语口译,英语/n(名词) 口译/vn(其他),com_del_type,0
财富交流,财富/n(名词) 交流/vn(其他),com_del_type,0
二手货车,二手货/n(名词) 车/n(名词),com_del_type,0
妇科医院,妇科/n(名词) 医院/n(名词),com_del_type,0
VASAYO,vasayo/nx(其他),sin_nx_type,0
樟树同城,樟树/ns(地名) 同城/n(名词),val_eval_type,1
一级机电,一级/b(其他) 机电/b(其他),com_del_type,0
普拉多团购,普拉多/nz(其他专名) 团购/n(名词),com_del_type,0
选秀,选秀/v(动词),sin_ver_nou_del_type,0
游戏互动,游戏/n(名词) 互动/vn(其他),com_del_type,0
德国留学,德国/ns(地名) 留学/v(动词),com_del_type,0
惠州市,惠州市/ns(地名),sin_ns_type,0
快乐一家,快乐/a(形容词) 一家/n(名词),val_eval_type,1
小猪佩奇,小猪/n(名词) 佩奇/ns(地名),com_del_type,0
666666666,666666666/m(数词),numeric_type,1
期货原油,期货/n(名词) 原油/n(名词),com_del_type,0
云裳羽衣,云裳/nr(其他) 羽衣/n(名词),com_del_type,0
苏州股票,苏州/ns(地名) 股票/n(名词),com_del_type,0
互联网招聘兼职群,互联网/n(名词) 招聘/v(动词) 兼职/v(动词) 群/Ng(其他),com_del_type,0
打字赚钱手机接单,打字/v(动词) 赚钱/a(形容词) 手机/n(名词) 接单/n(名词),com_del_type,0
会计硕士,会计/n(名词) 硕士/n(名词),com_del_type,0
百变小樱,百变小樱/n(名词),sin_ver_nou_del_type,0
103,103/m(数词),numeric_type,1
发育,发育/v(动词),sin_ver_nou_del_type,0
咨询费,咨询费/n(名词),sin_ver_nou_del_type,0
天猫直通车,天猫/n(名词) 直通车/n(名词),com_del_type,0
加油！加油！,加油/v(动词) !/w(标点) 加油/v(动词) !/w(标点),punctuation_type,1
淘宝客服任务赚钱,淘宝/n(名词) 客服/n(名词) 任务/n(名词) 赚钱/a(形容词),com_del_type,0
商梦网校,商/n(名词) 梦/n(名词) 网校/n(名词),com_del_type,0
欧宝,欧宝/nz(其他专名),sin_nz_type,0
同城旅游,同城/n(名词) 旅游/vn(其他),val_eval_type,1
诈骗,诈骗/v(动词),sin_ver_nou_del_type,0
厨房设备,厨房/n(名词) 设备/n(名词),com_del_type,0
免费项目,免费/v(动词) 项目/n(名词),com_del_type,0
投光灯,投光灯/n(名词),sin_ver_nou_del_type,0
送礼,送礼/v(动词),sin_ver_nou_del_type,0
麻辣,麻辣/z(其他),sin_other_save_type,0
欢迎您,欢迎您/n(名词),val_eval_type,1
希望大家玩的开心,希望/v(动词) 大家/r(代词) 玩/v(动词) 的/u(助词) 开心/a(形容词),val_eval_type,1
舰R,舰/Ng(其他) r/nx(其他),com_del_type,0
女裤,女裤/n(名词),sin_ver_nou_del_type,0
影视动画,影视/b(其他) 动画/n(名词),com_del_type,0
珍惜现在,珍惜/v(动词) 现在/t(时间词),val_eval_type,1
好友，同学,"好友/n(名词) ,/w(标点) 同学/n(名词)",val_eval_type,1
炒股操作,炒股/v(动词) 操作/v(动词),com_del_type,0
不可骂人,不可/v(动词) 骂人/v(动词),val_eval_type,1
新华油,新华/n(名词) 油/n(名词),com_del_type,0
ICO,ico/nx(其他),sin_nx_type,0
国,国/n(名词),val_eval_type,1
杭州找美女出台,杭州/ns(地名) 找/v(动词) 美女/n(名词) 出台/v(动词),porn_type,1
打字母,打/v(动词) 字母/n(名词),com_del_type,0
全天分分彩时时彩,全天/t(时间词) 分分彩/n(名词) 时时/d(副词) 彩/Ng(其他),com_del_type,0
陈妍希,陈妍希/n(名词),sin_ver_nou_del_type,0
热转印,热转印/l(其他),sin_other_save_type,0
指南者车友会,指南者/nz(其他专名) 车友会/n(名词),com_del_type,0
指南者俱乐部,指南者/nz(其他专名) 俱乐部/n(名词),com_del_type,0
同城休闲,同城/n(名词) 休闲/vn(其他),val_eval_type,1
真艺人,真/a(形容词) 艺人/n(名词),com_del_type,0
动车票,动车票/n(名词),sin_ver_nou_del_type,0
出国签证,出国/v(动词) 签证/n(名词),com_del_type,0
夜场美女电话,夜场/n(名词) 美女/n(名词) 电话/n(名词),porn_type,1
泰语,泰语/n(名词),sin_ver_nou_del_type,0
江苏卫视,江苏/ns(地名) 卫视/j(简称),com_del_type,0
肾虚阳痿早泄,肾虚/v(动词) 阳痿/v(动词) 早泄/v(动词),com_del_type,0
炒菜,炒菜/v(动词),sin_ver_nou_del_type,0
服装内衣鞋包配饰,服装/n(名词) 内衣/n(名词) 鞋包/n(名词) 配饰/n(名词),com_del_type,0
手机数码家电办公,手机/n(名词) 数码/n(名词) 家电/n(名词) 办公/vn(其他),com_del_type,0
护肤彩妆母婴用品,护肤/v(动词) 彩妆/n(名词) 母婴/n(名词) 用品/n(名词),com_del_type,0
鸡鸡,鸡鸡/n(名词),sin_ver_nou_del_type,0
军棋,军棋/n(名词),sin_ver_nou_del_type,0
记账,记账/v(动词),sin_ver_nou_del_type,0
爱好音乐,爱好/v(动词) 音乐/n(名词),com_del_type,0
羊宝宝,羊宝宝/n(名词),sin_ver_nou_del_type,0
汉川,汉川/ns(地名),sin_ns_type,0
托福培训,托福/n(名词) 培训/vn(其他),com_del_type,0
速锐车友会,速锐/n(名词) 车友会/n(名词),com_del_type,0
美女保健妹妹出台,美女/n(名词) 保健/n(名词) 妹妹/n(名词) 出台/v(动词),porn_type,1
成都求职,成都/ns(地名) 求职/v(动词),com_del_type,0
新兰永恒,新兰/ns(地名) 永恒/z(其他),val_eval_type,1
隆胸丰胸,隆胸/v(动词) 丰胸/v(动词),com_del_type,0
帝豪团购,帝豪/nz(其他专名) 团购/n(名词),com_del_type,0
微信公众号互粉,微信/n(名词) 公众号/n(名词) 互粉/n(名词),com_del_type,0
砍价,砍/v(动词) /n(名词) 价/n(名词),com_del_type,0
公务员考考,公务员/n(名词) 考考/v(动词),com_del_type,0
大疆无人机,大疆/n(名词) 无人机/n(名词),com_del_type,0
讴歌CDX,讴歌/v(动词) cdx/nx(其他),com_del_type,0
小攻,小攻/n(名词),sin_ver_nou_del_type,0
跟踪调查,跟踪/v(动词) 调查/v(动词),com_del_type,0
河北商品,河北/ns(地名) 商品/n(名词),com_del_type,0
扫雷群,扫雷/vn(其他) 群/Ng(其他),com_del_type,0
小吃教学,小吃/n(名词) 教学/n(名词),com_del_type,0
安吉,安吉/ns(地名),sin_ns_type,0
咖啡厅,咖啡厅/n(名词),sin_ver_nou_del_type,0
迈克尔杰克逊,迈克尔/n(名词) 杰克逊/n(名词),com_del_type,0
我的世界1.7.2,我/r(代词) 的/u(助词) 世界/n(名词) 1.7.2/m(数词),val_eval_type,1
综合金融,综合/vn(其他) 金融/n(名词),com_del_type,0
战国,战国/t(时间词),sin_other_save_type,0
高考成绩查询,高考/vn(其他) 成绩/n(名词) 查询/v(动词),com_del_type,0
��,,sin_other_remove_type,1
哇,哇/o(拟声词),sin_other_remove_type,1
分离小三,分离/v(动词) 小三/n(名词),com_del_type,0
机械票,机械票/n(名词),sin_ver_nou_del_type,0
民国,民国/n(名词),sin_ver_nou_del_type,0
聚集地,聚集地/n(名词),val_eval_type,1
舒适,舒适/a(形容词),sin_other_save_type,0
医美,医美/n(名词),sin_ver_nou_del_type,0
GS4,gs4/nx(其他),sin_nx_type,0
十二中,十二中/j(简称),val_num_time_type,1
以小博大,以/p(介词) 小/a(形容词) 博大/a(形容词),com_del_type,0
股票培训,股票/n(名词) 培训/vn(其他),com_del_type,0
打字员赚钱群,打字员/n(名词) 赚钱/a(形容词) 群/Ng(其他),com_del_type,0
恒大城,恒大城/nt(其他),sin_other_save_type,0
西安理工大学,西安/ns(地名) 理工大学/n(名词),com_del_type,0
品牌特卖,品牌/n(名词) 特卖/v(动词),com_del_type,0
广告促销礼品,广告/n(名词) 促销/vn(其他) 礼品/n(名词),com_del_type,0
同在苏州,同在/v(动词) 苏州/ns(地名),com_del_type,0
补偿,补偿/vn(其他),sin_other_save_type,0
小笼包,小笼包/n(名词),sin_ver_nou_del_type,0
A3,a3/nx(其他),val_eval_type,1
搞SIAO,搞/v(动词) siao/nx(其他),com_del_type,0
湛江找模特出台,湛江/ns(地名) 找/v(动词) 模特/n(名词) 出台/v(动词),porn_type,1
湛江找美女SM,湛江/ns(地名) 找/v(动词) 美女/n(名词) sm/nx(其他),porn_type,1
湛江找休闲保健,湛江/ns(地名) 找/v(动词) 休闲/vn(其他) 保健/n(名词),porn_type,1
湛江找美女情人,湛江/ns(地名) 找/v(动词) 美女/n(名词) 情人/n(名词),porn_type,1
姐妹情深,姐妹/n(名词) 情/n(名词) 深/a(形容词),val_eval_type,1
诺利聚天空,诺利/nr(其他) 聚/v(动词) 天空/n(名词),com_del_type,0
二人世界,二/m(数词) 人/n(名词) 世界/n(名词),com_del_type,0
2003届,2003/m(数词) 届/q(量词),val_num_time_type,1
成都创业,成都/ns(地名) 创业/v(动词),com_del_type,0
模具加工,模具/n(名词) 加工/vn(其他),com_del_type,0
上海背包客,上海/ns(地名) 背包客/n(名词),com_del_type,0
赛拉图,赛拉图/nz(其他专名),sin_nz_type,0
捷豹FPACE,捷豹/n(名词) fpace/nx(其他),com_del_type,0
TINY,tiny/nx(其他),sin_nx_type,0
一群傻子,一/m(数词) 群/q(量词) 傻子/n(名词),val_eval_type,1
NODE,node/nx(其他),sin_nx_type,0
2222222222,2222222222/m(数词),numeric_type,1
色片,色/n(名词) 片/Ng(其他),com_del_type,0
陕西贷款,陕西/ns(地名) 贷款/n(名词),com_del_type,0
南娜,南娜/n(名词),sin_ver_nou_del_type,0
鑫濠娱乐时时彩,鑫/Ng(其他) 濠/Ng(其他) 娱乐/v(动词) 时时/d(副词) 彩/Ng(其他),com_del_type,0
二手书,二手书/n(名词),sin_ver_nou_del_type,0
色斑,色斑/n(名词),sin_ver_nou_del_type,0
中铁,中铁/n(名词),sin_ver_nou_del_type,0
2016新生群,2016/m(数词) 新生/n(名词) 群/Ng(其他),val_num_time_type,1
户外摄影,户外/s(处所词) 摄影/v(动词),com_del_type,0
会务,会务/n(名词),sin_ver_nou_del_type,0
打字员服单,打字员/n(名词) 服/v(动词) 单/b(其他),com_del_type,0
炒石油,炒/v(动词) 石油/n(名词),com_del_type,0
雾夜飞雪,雾/n(名词) 夜/Tg(其他) 飞雪/n(名词),com_del_type,0
踏板车,踏板车/n(名词),sin_ver_nou_del_type,0
叠石桥,叠/v(动词) 石桥/n(名词),com_del_type,0
花果山,花果山/ns(地名),sin_ns_type,0
都可以,都/d(副词) 可以/v(动词),val_eval_type,1
开服,开服/n(名词),sin_ver_nou_del_type,0
基金从业考试,基金/n(名词) 从业/vn(其他) 考试/vn(其他),com_del_type,0
诚信刷单,诚信/v(动词) 刷单/n(名词),com_del_type,0
安卓一键转发,安卓/n(名词) 一键/n(名词) 转发/v(动词),com_del_type,0
游戏策划,游戏/n(名词) 策划/v(动词),com_del_type,0
GTASA,gtasa/nx(其他),sin_nx_type,0
战旗,战旗/n(名词),sin_ver_nou_del_type,0
快乐每一天！,快乐/a(形容词) 每/r(代词) 一/m(数词) 天/q(量词) !/w(标点),com_del_type,0
毛巾批发,毛巾/n(名词) 批发/vn(其他),com_del_type,0
固原,固原/ns(地名),sin_ns_type,0
开心快乐就好,开心/a(形容词) 快乐/an(其他) 就/d(副词) 好/a(形容词),com_del_type,0
TXT,txt/nx(其他),sin_nx_type,0
美容美白,美容/vn(其他) 美白/n(名词),com_del_type,0
辽宁股票,辽宁/ns(地名) 股票/n(名词),com_del_type,0
退伍军人创业,退伍/vn(其他) 军人/n(名词) 创业/vn(其他),com_del_type,0
久久,久久/d(副词),sin_other_remove_type,1
小泷包,小泷包/n(名词),sin_ver_nou_del_type,0
黄家强,黄家强/nr(其他),sin_nr_type,0
鸭,鸭/Ng(其他),val_eval_type,1
冷血,冷血/b(其他),sin_other_save_type,0
海星,海星/n(名词),sin_ver_nou_del_type,0
地税票,地/n(名词) 税票/n(名词),com_del_type,0
测量员,测量员/n(名词),sin_ver_nou_del_type,0
淘宝免单秒杀,淘宝/n(名词) 免单/n(名词) 秒杀/n(名词),com_del_type,0
境界的彼方,境界/n(名词) 的/u(助词) 彼方/r(代词),com_del_type,0
静静,静静/d(副词),sin_other_remove_type,1
年华,年华/n(名词),val_eval_type,1
电脑交流,电脑/n(名词) 交流/vn(其他),com_del_type,0
黄鹤楼,黄鹤楼/ns(地名),sin_ns_type,0
最好,最好/d(副词),sin_other_remove_type,1
幼儿教育加盟,幼儿教育/l(其他) 加盟/v(动词),com_del_type,0
新百度,新/a(形容词) 百度/nz(其他专名),com_del_type,0
网页游戏推广,网页/n(名词) 游戏/n(名词) 推广/v(动词),com_del_type,0
95届,95/m(数词) 届/q(量词),val_num_time_type,1
DD,dd/nx(其他),val_eval_type,1
垫还,垫/v(动词) 还/d(副词),com_del_type,0
跟妆,跟妆/n(名词),sin_ver_nou_del_type,0
河南财经政法大学,河南/ns(地名) 财经/n(名词) 政法/n(名词) 大学/n(名词),com_del_type,0
药房,药房/n(名词),sin_ver_nou_del_type,0
定做软件,定做/v(动词) 软件/n(名词),com_del_type,0
肯德基,肯德基/n(名词),sin_ver_nou_del_type,0
书画交流,书画/n(名词) 交流/vn(其他),com_del_type,0
摄影技术,摄影/v(动词) 技术/n(名词),com_del_type,0
杜泊,杜/Vg(其他) 泊/Vg(其他),com_del_type,0
QQ名片,qq/n(名词) 名片/n(名词),val_eval_type,1
克苏鲁,克苏鲁/nr(其他),sin_nr_type,0
免费福利,免费/v(动词) 福利/n(名词),com_del_type,0
越剧,越剧/n(名词),sin_ver_nou_del_type,0
中炎,中/j(简称) 炎/Ag(其他),com_del_type,0
我们一起努力,我们/r(代词) 一起/d(副词) 努力/a(形容词),com_del_type,0
羽毛球俱乐部,羽毛球/n(名词) 俱乐部/n(名词),com_del_type,0
供配电,供配电/n(名词),sin_ver_nou_del_type,0
大本营,大本营/n(名词),val_eval_type,1
18班,18/m(数词) 班/n(名词),val_num_time_type,1
电话186▲2805▲3206,电话/n(名词) 186/m(数词) ▲/w(标点) 2805/m(数词) ▲/w(标点) 3206/m(数词),punctuation_type,1
粉丝福利购,粉丝/n(名词) 福利购/n(名词),com_del_type,0
我们是一家,我们/r(代词) 是/v(动词) 一家/n(名词),val_eval_type,1
湛江市,湛江市/ns(地名),sin_ns_type,0
教主,教主/n(名词),sin_ver_nou_del_type,0
岩土,岩土/n(名词),sin_ver_nou_del_type,0
短线交易,短线/n(名词) 交易/vn(其他),com_del_type,0
��,,sin_other_remove_type,1
标致4008(进口),标致/n(名词) 4008/m(数词) (/w(标点) 进口/v(动词) )/w(标点),punctuation_type,1
零工,零工/n(名词),sin_ver_nou_del_type,0
畜牧学,畜牧学/n(名词),sin_ver_nou_del_type,0
火牛,火牛/n(名词),sin_ver_nou_del_type,0
考大学,考/v(动词) 大学/n(名词),com_del_type,0
打印机耗材,打印机/n(名词) 耗材/n(名词),com_del_type,0
初中群,初中/n(名词) 群/Ng(其他),com_del_type,0
牛排,牛排/n(名词),sin_ver_nou_del_type,0
启辰R50X,启辰/n(名词) r50x/nx(其他),com_del_type,0
